account_id,open_date,kyc_risk_score,segment,fraud_ring_id,open_day_offset,account_age_at_sim_start_days,is_cold_start,decision_day_offset,account_age_days_at_decision
acct_981c1ed01a,2024-06-11,0.29686367155834203,legit,,-569,569,0,90,659
acct_da825abf30,2024-09-27,0.27175770614337036,legit,,-461,461,0,90,551
acct_c906f4fafc,2025-04-22,0.14062676522352519,legit,,-254,254,0,90,344
acct_54db7de889,2025-08-11,0.36053808956737504,legit,,-143,143,0,90,233
acct_dfab649704,2025-02-01,0.3285591434137343,legit,,-334,334,0,90,424
acct_8a15c558f1,2024-03-11,0.21748862438106303,legit,,-661,661,0,90,751
acct_c716c3b84c,2025-08-06,0.13852129994433046,legit,,-148,148,0,90,238
acct_9173015110,2024-05-06,0.053744410185057045,legit,,-605,605,0,90,695
acct_67181406a7,2025-09-18,0.278433833385514,legit,,-105,105,0,90,195
acct_c62dc29024,2025-11-10,0.19720147545643496,legit,,-52,52,0,90,142
acct_a604fa2d5e,2024-12-12,0.0,legit,,-385,385,0,90,475
acct_7a0d5b34d5,2025-09-24,0.38450087816838,legit,,-99,99,0,90,189
acct_3b0df68b16,2024-12-27,0.17024487999242427,legit,,-370,370,0,90,460
acct_29114ec9f1,2024-01-21,0.08311774840296926,legit,,-711,711,0,90,801
acct_4a79ddd595,2025-10-17,0.42264465788310773,legit,,-76,76,0,90,166
acct_dedcc7a3ae,2024-07-17,0.2848048475780242,legit,,-533,533,0,90,623
acct_d725e14a64,2024-09-12,0.5290935750258021,legit,,-476,476,0,90,566
acct_db7ac96e04,2025-11-20,0.21321212544555307,legit,,-42,42,0,90,132
acct_6f464aa6f6,2025-01-08,0.1788135778155569,legit,,-358,358,0,90,448
acct_27a5db15f6,2024-07-18,0.31118778981718426,legit,,-532,532,0,90,622
acct_796efcd6db,2025-10-21,0.23737310388989546,legit,,-72,72,0,90,162
acct_fecceede60,2024-06-27,0.42606175008508507,legit,,-553,553,0,90,643
acct_32b0c67e12,2024-06-03,0.23629481298665958,legit,,-577,577,0,90,667
acct_b87fdc922f,2025-07-20,0.26088910765026074,legit,,-165,165,0,90,255
acct_811624911c,2024-04-12,0.4642382073069673,legit,,-629,629,0,90,719
acct_887a410b83,2025-02-01,0.3655552687899337,legit,,-334,334,0,90,424
acct_5c84b22a7e,2024-08-26,0.16304667381787308,legit,,-493,493,0,90,583
acct_575399ab3b,2024-07-27,0.3051647146017985,legit,,-523,523,0,90,613
acct_63666c93ce,2025-03-18,0.36862638909583784,legit,,-289,289,0,90,379
acct_a23f290059,2025-03-19,0.09563279978995634,legit,,-288,288,0,90,378
acct_0e0de3a7c6,2024-12-13,0.08676899604528077,legit,,-384,384,0,90,474
acct_73ca845778,2024-11-25,0.03788534644727429,legit,,-402,402,0,90,492
acct_d62511578d,2025-07-05,0.26313824313365053,legit,,-180,180,0,90,270
acct_4accf8b288,2025-03-07,0.24839010556902294,legit,,-300,300,0,90,390
acct_afe9e42780,2025-07-16,0.0,legit,,-169,169,0,90,259
acct_67f51cc65b,2025-06-28,0.23046412040408715,legit,,-187,187,0,90,277
acct_0036fce7c4,2024-03-16,0.5015198500270528,legit,,-656,656,0,90,746
acct_58508e59aa,2025-09-24,0.20311868768809652,legit,,-99,99,0,90,189
acct_e5feda9248,2024-02-02,0.4547023216653477,legit,,-699,699,0,90,789
acct_1339bdeadc,2025-03-01,0.317597568821971,legit,,-306,306,0,90,396
acct_4743482beb,2025-05-13,0.2637501324428654,legit,,-233,233,0,90,323
acct_e676ce75ca,2024-07-11,0.3433131436334243,legit,,-539,539,0,90,629
acct_dd10442437,2024-06-18,0.15286164173286804,legit,,-562,562,0,90,652
acct_a7d0ca9caa,2024-06-25,0.0852396379737353,legit,,-555,555,0,90,645
acct_28251736eb,2025-03-27,0.2894041567397846,legit,,-280,280,0,90,370
acct_7c1879a2d1,2025-03-05,0.17604482941694705,legit,,-302,302,0,90,392
acct_c5910933c3,2025-05-25,0.24727776696092238,legit,,-221,221,0,90,311
acct_78164beace,2024-07-26,0.12139584077659069,legit,,-524,524,0,90,614
acct_d6453bb1b9,2024-11-12,0.20756623100636268,legit,,-415,415,0,90,505
acct_a0a2ca031e,2025-02-10,0.2887356956911898,legit,,-325,325,0,90,415
acct_79bfa73e84,2024-12-31,0.11198974070171638,legit,,-366,366,0,90,456
acct_f05ac490d5,2025-09-17,0.10822251184854159,legit,,-106,106,0,90,196
acct_c62f09de9f,2024-05-11,0.18204461013027923,legit,,-600,600,0,90,690
acct_28df4b3375,2025-05-23,0.40901760746498067,legit,,-223,223,0,90,313
acct_b19c767fef,2025-06-17,0.289634793473991,legit,,-198,198,0,90,288
acct_ff80b393a8,2025-06-24,0.3098463329283668,legit,,-191,191,0,90,281
acct_0dbab775e6,2025-01-09,0.0,legit,,-357,357,0,90,447
acct_139cac23aa,2024-03-06,0.48970170133657154,legit,,-666,666,0,90,756
acct_e3d611f5d8,2024-06-24,0.2658815807683207,legit,,-556,556,0,90,646
acct_466a96a124,2025-03-22,0.3157754055570635,legit,,-285,285,0,90,375
acct_81953d88d8,2025-09-02,0.3574726291977215,legit,,-121,121,0,90,211
acct_c5bdd3664c,2024-04-09,0.048120822185076795,legit,,-632,632,0,90,722
acct_1b83b561b3,2025-03-19,0.27523495493033756,legit,,-288,288,0,90,378
acct_0affc40ef2,2025-10-22,0.4074430314663897,legit,,-71,71,0,90,161
acct_eb6c30c565,2024-02-20,0.21217907321377313,legit,,-681,681,0,90,771
acct_a07f4f1c15,2025-11-16,0.09783832997872036,legit,,-46,46,0,90,136
acct_62ddda7a1d,2024-04-04,0.0,legit,,-637,637,0,90,727
acct_66d597853e,2025-01-28,0.227393904728274,legit,,-338,338,0,90,428
acct_363873dd09,2024-03-20,0.19906447482617226,legit,,-652,652,0,90,742
acct_bbc1948df5,2025-03-26,0.39382238038200323,legit,,-281,281,0,90,371
acct_025c37ab6f,2025-01-14,0.22955338919726664,legit,,-352,352,0,90,442
acct_36f71afe4c,2024-10-22,0.324073789659071,legit,,-436,436,0,90,526
acct_b525a7473f,2025-01-02,0.31664322742102907,legit,,-364,364,0,90,454
acct_0101af1878,2025-01-21,0.36777756991697386,legit,,-345,345,0,90,435
acct_d78da1a2d6,2024-10-31,0.1102206284246752,legit,,-427,427,0,90,517
acct_a3821d1be0,2024-01-10,0.13486866962297583,legit,,-722,722,0,90,812
acct_5970f3ccb9,2025-09-17,0.3399067512641025,legit,,-106,106,0,90,196
acct_5be536c7a8,2025-10-15,0.13836823752759392,legit,,-78,78,0,90,168
acct_8a4f4f1633,2024-04-18,0.43196423760704034,legit,,-623,623,0,90,713
acct_852d1d6530,2025-09-11,0.35079071261593575,legit,,-112,112,0,90,202
acct_aaaddc25bc,2024-03-20,0.2784346466463095,legit,,-652,652,0,90,742
acct_58b4ef1ab0,2024-06-26,0.4136620389919228,legit,,-554,554,0,90,644
acct_35cf21c8eb,2025-05-29,0.22160094104177197,legit,,-217,217,0,90,307
acct_8db888bdc5,2025-02-03,0.1536111889657954,legit,,-332,332,0,90,422
acct_72935e90dc,2025-04-05,0.3161430074442033,legit,,-271,271,0,90,361
acct_bb3b65ee33,2025-07-05,0.06195300997174741,legit,,-180,180,0,90,270
acct_fcfb172392,2025-08-06,0.16307889767101588,legit,,-148,148,0,90,238
acct_dee11334a6,2024-09-18,0.20614364870629298,legit,,-470,470,0,90,560
acct_f5e76d4dee,2024-02-07,0.08489036936781383,legit,,-694,694,0,90,784
acct_1d9f7545e3,2025-11-30,0.16256674176885672,legit,,-32,32,0,90,122
acct_1bc19d7c3a,2024-08-13,0.34258399117143035,legit,,-506,506,0,90,596
acct_88bdd62911,2025-06-28,0.2325027450293421,legit,,-187,187,0,90,277
acct_41cf49134b,2024-05-13,0.20295522449551223,legit,,-598,598,0,90,688
acct_785f0380b5,2024-06-12,0.152010987105331,legit,,-568,568,0,90,658
acct_8ff86076c3,2025-08-26,0.1123801501399071,legit,,-128,128,0,90,218
acct_2dc282b676,2025-02-11,0.1738224203234252,legit,,-324,324,0,90,414
acct_0130251d86,2025-06-21,0.11038314402492747,legit,,-194,194,0,90,284
acct_00e9dcf890,2024-11-04,0.337565880854045,legit,,-423,423,0,90,513
acct_cb74a561bb,2025-05-31,0.059548203904211006,legit,,-215,215,0,90,305
acct_b87adb59bf,2024-07-31,0.22360770456803974,legit,,-519,519,0,90,609
acct_829b489cd4,2025-06-08,0.29098104226441635,legit,,-207,207,0,90,297
acct_fda38ab5aa,2024-10-23,0.07556808640820431,legit,,-435,435,0,90,525
acct_0c6a263af8,2025-03-13,0.09851328413714014,legit,,-294,294,0,90,384
acct_bac4744161,2024-08-16,0.3734537103694611,legit,,-503,503,0,90,593
acct_82e28b33fa,2025-11-29,0.0,legit,,-33,33,0,90,123
acct_bd4eb7f606,2024-03-24,0.39275464063451715,legit,,-648,648,0,90,738
acct_3c831aa018,2025-11-05,0.23163689485525443,legit,,-57,57,0,90,147
acct_84c4c7f0d4,2024-07-10,0.16563171029226376,legit,,-540,540,0,90,630
acct_9f284c94a6,2024-05-15,0.23567605608677478,legit,,-596,596,0,90,686
acct_5b6ba7e778,2025-04-10,0.0,legit,,-266,266,0,90,356
acct_97fb8ec8d7,2024-06-28,0.363131896147033,legit,,-552,552,0,90,642
acct_b276f9f08f,2025-08-04,0.19533665859958835,legit,,-150,150,0,90,240
acct_a2df8c8906,2025-07-19,0.08362692960757681,legit,,-166,166,0,90,256
acct_8a2a80bba3,2024-07-02,0.22913947598864604,legit,,-548,548,0,90,638
acct_48d4d38513,2024-04-08,0.16245073670372243,legit,,-633,633,0,90,723
acct_f4db0a8244,2025-08-31,0.304304610277551,legit,,-123,123,0,90,213
acct_1ec920c34a,2024-01-14,0.28850195755895286,legit,,-718,718,0,90,808
acct_cdc7f8b3ee,2025-06-15,0.4393321845918263,legit,,-200,200,0,90,290
acct_49429134b9,2024-02-25,0.1218887477146137,legit,,-676,676,0,90,766
acct_25de434246,2025-10-03,0.3859227784623507,legit,,-90,90,0,90,180
acct_6f2618ac67,2024-06-22,0.40174477712056433,legit,,-558,558,0,90,648
acct_baf74e057f,2025-09-02,0.2125173470012956,legit,,-121,121,0,90,211
acct_4d2f2060fa,2025-07-15,0.41297453150407126,legit,,-170,170,0,90,260
acct_23a03c2684,2025-06-19,0.2734315637775727,legit,,-196,196,0,90,286
acct_7b0dab5e27,2025-05-14,0.22387783678784118,legit,,-232,232,0,90,322
acct_26fb21de23,2024-11-20,0.2845862875708389,legit,,-407,407,0,90,497
acct_3f96b5b2a4,2024-05-20,0.219715105001862,legit,,-591,591,0,90,681
acct_cb41edfccd,2025-09-11,0.2594318447338045,legit,,-112,112,0,90,202
acct_25fdab0f7b,2025-06-07,0.1686314165807801,legit,,-208,208,0,90,298
acct_f45594a240,2024-12-08,0.5997093578098504,legit,,-389,389,0,90,479
acct_970557a210,2025-02-24,0.036761603280871,legit,,-311,311,0,90,401
acct_a8beed7521,2024-09-16,0.15877718936573132,legit,,-472,472,0,90,562
acct_aaf040b7e9,2025-02-26,0.31928830930231,legit,,-309,309,0,90,399
acct_b1a8b03c3f,2024-05-31,0.3414225728850956,legit,,-580,580,0,90,670
acct_71323a1a8b,2024-09-11,0.3910607891810536,legit,,-477,477,0,90,567
acct_9894669ff7,2025-03-03,0.38584627460970133,legit,,-304,304,0,90,394
acct_fb4d10d2e3,2024-02-29,0.0,legit,,-672,672,0,90,762
acct_d7e611b79f,2025-10-13,0.2950074582270808,legit,,-80,80,0,90,170
acct_75319aca42,2025-06-26,0.37934120268942184,legit,,-189,189,0,90,279
acct_c591a4e82d,2024-11-18,0.15030761420735972,legit,,-409,409,0,90,499
acct_3bb58bb95e,2025-05-02,0.2675125952973729,legit,,-244,244,0,90,334
acct_c67c9e1fd7,2024-10-07,0.28396823056119874,legit,,-451,451,0,90,541
acct_e09ef8b02d,2025-09-04,0.38014181931159596,legit,,-119,119,0,90,209
acct_d08b5db61f,2025-09-19,0.36685828860607705,legit,,-104,104,0,90,194
acct_3cdfca4900,2024-07-11,0.2509938291949512,legit,,-539,539,0,90,629
acct_e93f778dce,2025-07-24,0.07346617187381316,legit,,-161,161,0,90,251
acct_2f8d8035c2,2024-11-28,0.3103658402052238,legit,,-399,399,0,90,489
acct_417115ded7,2025-08-12,0.19469664186821062,legit,,-142,142,0,90,232
acct_f3bcdec2dc,2024-06-26,0.3278072813486455,legit,,-554,554,0,90,644
acct_1bbc9b65b4,2024-01-12,0.2564149495140969,legit,,-720,720,0,90,810
acct_ee1d9c2e9a,2025-06-19,0.23569973952064954,legit,,-196,196,0,90,286
acct_a476fbe030,2024-12-14,0.22856137971833318,legit,,-383,383,0,90,473
acct_25dd54bc15,2024-10-21,0.1667033726625201,legit,,-437,437,0,90,527
acct_b5c7b2f4e0,2024-01-30,0.40274593225055966,legit,,-702,702,0,90,792
acct_35effe5880,2024-03-03,0.31435563630170726,legit,,-669,669,0,90,759
acct_c021d750de,2025-05-14,0.22162642960425838,legit,,-232,232,0,90,322
acct_666618dc3a,2024-08-15,0.06193874912974637,legit,,-504,504,0,90,594
acct_d2e00071a0,2025-04-11,0.03882211507654412,legit,,-265,265,0,90,355
acct_66acc70728,2024-05-25,0.34021557590025475,legit,,-586,586,0,90,676
acct_9efcc2e190,2024-05-12,0.5364342159488706,legit,,-599,599,0,90,689
acct_da179dacf7,2024-02-29,0.11798373355308331,legit,,-672,672,0,90,762
acct_9de0e1b189,2025-03-29,0.4657945241107675,legit,,-278,278,0,90,368
acct_4ce8539a6e,2024-09-12,0.39296675683496973,legit,,-476,476,0,90,566
acct_6e166d7093,2025-06-30,0.27687609140481373,legit,,-185,185,0,90,275
acct_7f60076faa,2025-09-28,0.25023992276981044,legit,,-95,95,0,90,185
acct_ee902af01c,2025-09-25,0.16615834768182042,legit,,-98,98,0,90,188
acct_5f4ddf1bde,2025-05-18,0.23928155167591186,legit,,-228,228,0,90,318
acct_44406edd10,2024-10-01,0.26621481422416987,legit,,-457,457,0,90,547
acct_88d2e4faf0,2024-01-17,0.30400248081061987,legit,,-715,715,0,90,805
acct_f199c36413,2025-06-11,0.05619389312982548,legit,,-204,204,0,90,294
acct_d3a3f4581c,2024-06-11,0.3686238235421755,legit,,-569,569,0,90,659
acct_95f6b75806,2025-05-11,0.1628781882758828,legit,,-235,235,0,90,325
acct_945f9108be,2024-08-29,0.2163279463794323,legit,,-490,490,0,90,580
acct_dcaf9b8bfe,2025-01-18,0.1269507846666515,legit,,-348,348,0,90,438
acct_0374253a79,2025-07-01,0.18546263843714328,legit,,-184,184,0,90,274
acct_a992ba616f,2024-10-05,0.17325959309350292,legit,,-453,453,0,90,543
acct_841d4da15f,2024-12-21,0.32682563911945106,legit,,-376,376,0,90,466
acct_a24ed19427,2024-05-09,0.279753707302225,legit,,-602,602,0,90,692
acct_13faf6008d,2024-04-06,0.23303253974274374,legit,,-635,635,0,90,725
acct_bf726cc107,2025-02-14,0.18582263941377306,legit,,-321,321,0,90,411
acct_debf129669,2024-02-10,0.0612966099997071,legit,,-691,691,0,90,781
acct_7468607f21,2024-11-30,0.18617470072686912,legit,,-397,397,0,90,487
acct_3f5c68a79f,2024-04-05,0.10011280351863366,legit,,-636,636,0,90,726
acct_e78d456264,2024-11-14,0.19410782021703066,legit,,-413,413,0,90,503
acct_0870d92e55,2024-11-26,0.5349527860031718,legit,,-401,401,0,90,491
acct_0f0d277d26,2024-05-25,0.27443598144517617,legit,,-586,586,0,90,676
acct_f777d64ebe,2025-06-24,0.11464563717931972,legit,,-191,191,0,90,281
acct_9d14dbad0c,2025-01-27,0.2669703368008653,legit,,-339,339,0,90,429
acct_376d4dfc2e,2024-07-23,0.0,legit,,-527,527,0,90,617
acct_54a00e7026,2024-02-22,0.47834889547290016,legit,,-679,679,0,90,769
acct_f376514f97,2024-11-25,0.19558740419576887,legit,,-402,402,0,90,492
acct_45b5ccc629,2025-10-21,0.3729906031750479,legit,,-72,72,0,90,162
acct_4dde6e9aa2,2024-09-10,0.23032557999676043,legit,,-478,478,0,90,568
acct_83b529b365,2024-04-25,0.0,legit,,-616,616,0,90,706
acct_616dec6157,2024-05-13,0.3269188863273968,legit,,-598,598,0,90,688
acct_0a5a977a8e,2025-09-04,0.1284779378334206,legit,,-119,119,0,90,209
acct_59b61a24ba,2025-08-26,0.26519160523332325,legit,,-128,128,0,90,218
acct_05e6451558,2024-08-15,0.1865888642661369,legit,,-504,504,0,90,594
acct_7bb06b1a76,2024-02-26,0.32275493873304495,legit,,-675,675,0,90,765
acct_fb1a42fad4,2025-05-13,0.37567783432885105,legit,,-233,233,0,90,323
acct_5c0a93c48c,2025-07-07,0.08227766042579157,legit,,-178,178,0,90,268
acct_01cf53e4b4,2025-03-11,0.48075354328798925,legit,,-296,296,0,90,386
acct_2ec68cefa0,2025-10-14,0.38528257139709066,legit,,-79,79,0,90,169
acct_9dff3af69e,2025-11-11,0.13713637413985402,legit,,-51,51,0,90,141
acct_fb471e5613,2025-09-01,0.1864873231960128,legit,,-122,122,0,90,212
acct_1764dd197e,2025-10-04,0.2545027878807518,legit,,-89,89,0,90,179
acct_6cd3c56a15,2024-06-08,0.23909548844488446,legit,,-572,572,0,90,662
acct_5100dfad22,2025-05-01,0.22427498683538633,legit,,-245,245,0,90,335
acct_efc7d3acec,2024-09-12,0.07696255172319846,legit,,-476,476,0,90,566
acct_6031185ad5,2025-02-15,0.3597548864784216,legit,,-320,320,0,90,410
acct_e167dcbf1c,2025-01-23,0.0857998842938659,legit,,-343,343,0,90,433
acct_86a232265a,2025-10-16,0.15162952854749873,legit,,-77,77,0,90,167
acct_3c471f0028,2025-08-06,0.26336205152777337,legit,,-148,148,0,90,238
acct_91148e2d9f,2025-02-10,0.42728723979696026,legit,,-325,325,0,90,415
acct_9b102e1256,2025-08-17,0.31078997850283047,legit,,-137,137,0,90,227
acct_3aac15b521,2024-08-07,0.3305473613936438,legit,,-512,512,0,90,602
acct_e850421e25,2025-04-15,0.15704177724855245,legit,,-261,261,0,90,351
acct_6d3b973034,2024-03-25,0.2876582824128546,legit,,-647,647,0,90,737
acct_b4f01d7797,2025-10-09,0.19099030963238384,legit,,-84,84,0,90,174
acct_7a60f4cb5f,2024-06-24,0.15705879261839256,legit,,-556,556,0,90,646
acct_53061f468a,2025-07-04,0.1757264136890364,legit,,-181,181,0,90,271
acct_facdd2efe8,2025-09-15,0.18212335019739534,legit,,-108,108,0,90,198
acct_d031ba9abe,2025-05-10,0.3819029866657375,legit,,-236,236,0,90,326
acct_51a5c3bcaa,2025-04-09,0.45519327448144853,legit,,-267,267,0,90,357
acct_9d258db87d,2024-11-10,0.5221173044679106,legit,,-417,417,0,90,507
acct_d7feeeb304,2025-08-16,0.25845029527927466,legit,,-138,138,0,90,228
acct_9995113ce6,2024-09-22,0.10885596200278805,legit,,-466,466,0,90,556
acct_b1ef6a8bac,2024-09-26,0.17439009876931966,legit,,-462,462,0,90,552
acct_c7a3f3eec8,2024-08-17,0.12314141510340709,legit,,-502,502,0,90,592
acct_f2b2c56917,2024-06-25,0.23268587457756942,legit,,-555,555,0,90,645
acct_8ba7bd2d18,2025-01-24,0.10399378979363116,legit,,-342,342,0,90,432
acct_98aa63984e,2024-01-05,0.13986957550989831,legit,,-727,727,0,90,817
acct_dca5f245b3,2025-06-30,0.587148276411567,legit,,-185,185,0,90,275
acct_e7cf91556d,2024-06-11,0.21268133200908693,legit,,-569,569,0,90,659
acct_4094e971bb,2025-06-20,0.1958338658842726,legit,,-195,195,0,90,285
acct_a945511774,2025-11-07,0.09455905786407579,legit,,-55,55,0,90,145
acct_67c93faab1,2024-06-18,0.4547310109753167,legit,,-562,562,0,90,652
acct_89492a8818,2025-10-06,0.2856299044883335,legit,,-87,87,0,90,177
acct_f060af70b7,2024-09-25,0.08838369414645214,legit,,-463,463,0,90,553
acct_e423415255,2024-01-31,0.11542827447792942,legit,,-701,701,0,90,791
acct_343ccbe65c,2024-11-27,0.4254826316168033,legit,,-400,400,0,90,490
acct_da3772f64a,2025-09-09,0.26145268461852833,legit,,-114,114,0,90,204
acct_5fba563707,2025-10-13,0.0,legit,,-80,80,0,90,170
acct_c0c604e234,2024-12-07,0.3325313357919847,legit,,-390,390,0,90,480
acct_03d7e4b353,2024-02-26,0.3955460430067787,legit,,-675,675,0,90,765
acct_a5672d4933,2024-01-25,0.05895843973102535,legit,,-707,707,0,90,797
acct_24fbc9f63b,2024-01-29,0.2861862768175485,legit,,-703,703,0,90,793
acct_66b2e0e388,2025-02-07,0.05099973213013059,legit,,-328,328,0,90,418
acct_8ec20c79f0,2025-07-04,0.24905145815521162,legit,,-181,181,0,90,271
acct_5a7e28e6e8,2024-09-06,0.21390824981839182,legit,,-482,482,0,90,572
acct_e0ae7e736c,2025-02-03,0.02774057735185581,legit,,-332,332,0,90,422
acct_64fc65139c,2024-07-24,0.21072334836939713,legit,,-526,526,0,90,616
acct_c52435dbac,2025-11-10,0.2322313114542695,legit,,-52,52,0,90,142
acct_772ba878c6,2025-09-20,0.19683854161102393,legit,,-103,103,0,90,193
acct_aa60e216b7,2024-02-13,0.24523524611836264,legit,,-688,688,0,90,778
acct_cd532318c6,2025-07-19,0.21346878845719994,legit,,-166,166,0,90,256
acct_b8223def21,2025-04-18,0.20084212859583978,legit,,-258,258,0,90,348
acct_4d41817707,2025-05-14,0.019490088892578222,legit,,-232,232,0,90,322
acct_ed5524f32f,2024-06-19,0.30724421526717494,legit,,-561,561,0,90,651
acct_2559ce045c,2024-02-10,0.2547632231917074,legit,,-691,691,0,90,781
acct_f8f959e170,2024-12-17,0.36528811691133567,legit,,-380,380,0,90,470
acct_c3673ddb88,2025-03-26,0.013139935616924364,legit,,-281,281,0,90,371
acct_6801634101,2024-01-03,0.28285646143882237,legit,,-729,729,0,90,819
acct_824ff66941,2025-04-02,0.27042123318303185,legit,,-274,274,0,90,364
acct_b44b583820,2025-06-10,0.19454475097930654,legit,,-205,205,0,90,295
acct_7ab0bc758e,2024-06-25,0.3619166611589344,legit,,-555,555,0,90,645
acct_993a5fdae5,2024-01-07,0.30807787527418323,legit,,-725,725,0,90,815
acct_00d54bfdda,2025-04-08,0.0,legit,,-268,268,0,90,358
acct_447306d75a,2024-09-11,0.3423083449644554,legit,,-477,477,0,90,567
acct_e4d44b0359,2025-04-21,0.3273470094380776,legit,,-255,255,0,90,345
acct_969d157688,2025-07-13,0.1444429087158992,legit,,-172,172,0,90,262
acct_6b89dadb34,2025-06-28,0.3532635649553735,legit,,-187,187,0,90,277
acct_8cb1418952,2025-05-04,0.4370579497358903,legit,,-242,242,0,90,332
acct_622efdfad8,2025-01-22,0.22282544985470337,legit,,-344,344,0,90,434
acct_d220f92572,2024-01-13,0.3396726461372146,legit,,-719,719,0,90,809
acct_830f59f60b,2024-01-30,0.11592068775384703,legit,,-702,702,0,90,792
acct_b82d4c574a,2025-05-28,0.2997539542032044,legit,,-218,218,0,90,308
acct_8065bccd2f,2025-10-07,0.2605555475597202,legit,,-86,86,0,90,176
acct_08ddb15e9e,2024-11-05,0.2763501912615933,legit,,-422,422,0,90,512
acct_90d9b9761b,2025-02-17,0.4273934722859271,legit,,-318,318,0,90,408
acct_739809d231,2025-02-20,0.14191693795447882,legit,,-315,315,0,90,405
acct_1dc84de60a,2025-02-09,0.25131826162330306,legit,,-326,326,0,90,416
acct_e2c0994eb2,2025-04-15,0.35547448332410714,legit,,-261,261,0,90,351
acct_e9152f7439,2024-11-25,0.09276439002814729,legit,,-402,402,0,90,492
acct_e41722986d,2024-04-16,0.005472579071833877,legit,,-625,625,0,90,715
acct_9dc8ee4c0c,2025-09-20,0.11580330193521474,legit,,-103,103,0,90,193
acct_38fe610655,2024-06-19,0.20385398679785,legit,,-561,561,0,90,651
acct_15d19fe61b,2024-01-19,0.17301487350605843,legit,,-713,713,0,90,803
acct_3a8f6822b3,2025-04-25,0.2777538427292037,legit,,-251,251,0,90,341
acct_6c5e7a3e66,2024-03-18,0.33065371781157243,legit,,-654,654,0,90,744
acct_75b66edcc5,2025-05-24,0.30701536808176105,legit,,-222,222,0,90,312
acct_493736e857,2024-02-25,0.22976178959194568,legit,,-676,676,0,90,766
acct_a2ca2df280,2024-10-21,0.3752492077264593,legit,,-437,437,0,90,527
acct_395cacd7d7,2025-09-22,0.08236455306986423,legit,,-101,101,0,90,191
acct_47acb6ef65,2025-08-16,0.3286741673405659,legit,,-138,138,0,90,228
acct_183bb92d7b,2024-08-17,0.4195015683953207,legit,,-502,502,0,90,592
acct_d583891d07,2025-01-27,0.37289186078092296,legit,,-339,339,0,90,429
acct_a0a811e4ca,2024-09-20,0.2688679412123432,legit,,-468,468,0,90,558
acct_30124ab0a4,2024-03-17,0.2249161292767096,legit,,-655,655,0,90,745
acct_74dcecec92,2024-10-13,0.2055066196645526,legit,,-445,445,0,90,535
acct_c88a569957,2024-03-10,0.27826838447678726,legit,,-662,662,0,90,752
acct_257ec00ae6,2024-03-14,0.18258321477692924,legit,,-658,658,0,90,748
acct_68d6f8d8a6,2025-07-14,0.17605687120111665,legit,,-171,171,0,90,261
acct_66a81e7f6e,2025-07-18,0.12226327046485932,legit,,-167,167,0,90,257
acct_d5de55c7ce,2024-10-09,0.03059256262701973,legit,,-449,449,0,90,539
acct_3dcd491eef,2024-11-06,0.4670697450499325,legit,,-421,421,0,90,511
acct_82203ecb4a,2025-05-06,0.42103947321643664,legit,,-240,240,0,90,330
acct_81705629de,2024-07-02,0.33698256058674403,legit,,-548,548,0,90,638
acct_598808d98b,2025-06-28,0.4206527619908268,legit,,-187,187,0,90,277
acct_83d7134987,2024-12-30,0.2621736916780059,legit,,-367,367,0,90,457
acct_791da3672c,2024-07-23,0.009052833903439556,legit,,-527,527,0,90,617
acct_0f45564eb9,2024-11-17,0.12237283246783393,legit,,-410,410,0,90,500
acct_0ce0bced99,2024-09-08,0.27395620214938177,legit,,-480,480,0,90,570
acct_6694361bce,2024-12-02,0.3151429869373115,legit,,-395,395,0,90,485
acct_c832909a3d,2024-05-14,0.37294152105120276,legit,,-597,597,0,90,687
acct_4dd30080ac,2024-04-06,0.11356929023074788,legit,,-635,635,0,90,725
acct_5e4e6f5df4,2025-01-04,0.0,legit,,-362,362,0,90,452
acct_936115a2b1,2025-07-31,0.1802087278862074,legit,,-154,154,0,90,244
acct_1c92e96e26,2025-11-03,0.06387767051823343,legit,,-59,59,0,90,149
acct_970197f562,2025-08-11,0.1960035541762421,legit,,-143,143,0,90,233
acct_bd22bdadf8,2025-02-16,0.12091168496257212,legit,,-319,319,0,90,409
acct_1606088622,2024-10-31,0.37855654467155386,legit,,-427,427,0,90,517
acct_635e6668c0,2024-02-24,0.3223524332506267,legit,,-677,677,0,90,767
acct_6c5495e852,2024-11-25,0.3242926022157823,legit,,-402,402,0,90,492
acct_f3f5f1193e,2025-11-20,0.11069056523359133,legit,,-42,42,0,90,132
acct_d25c70f863,2024-12-11,0.26767867965837644,legit,,-386,386,0,90,476
acct_244403a4e9,2025-11-24,0.19361961898015279,legit,,-38,38,0,90,128
acct_4e0dae7e6c,2025-07-18,0.15634798544266587,legit,,-167,167,0,90,257
acct_2cb0105198,2024-03-08,0.31117848493313416,legit,,-664,664,0,90,754
acct_e2fdc3a537,2024-05-29,0.0,legit,,-582,582,0,90,672
acct_4250fae58b,2025-10-09,0.3928366844212141,legit,,-84,84,0,90,174
acct_2965b50f99,2024-02-15,0.17607411693326497,legit,,-686,686,0,90,776
acct_212ee79b3d,2024-09-28,0.3730417641109306,legit,,-460,460,0,90,550
acct_d34379d260,2024-12-16,0.07405768210365496,legit,,-381,381,0,90,471
acct_7a2b03786e,2025-08-17,0.11875155259399953,legit,,-137,137,0,90,227
acct_9bd2a756d3,2024-07-28,0.01941945633416342,legit,,-522,522,0,90,612
